p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),OT
978.08,20.59,295.62,3.91,33.29,24.29,8.09,16.2,5.16,407.8
977.96,20.83,295.87,4.19,33.46,24.65,8.25,16.4,5.26,407.5
977.83,21.29,296.34,4.36,32.91,25.36,8.34,17.01,5.33,407.8
977.73,21.16,296.22,4.56,33.64,25.16,8.46,16.69,5.4,407.6
977.66,21.14,296.21,4.72,34.07,25.12,8.56,16.56,5.46,407.0
977.64,21.03,296.1,4.84,34.58,24.96,8.63,16.33,5.51,406.8
977.54,21.53,296.61,5.03,33.99,25.73,8.75,16.99,5.58,406.5
977.6,21.43,296.5,5.25,34.73,25.58,8.88,16.69,5.67,405.4
977.62,21.14,296.21,4.93,34.57,25.12,8.69,16.44,5.54,405.7
977.64,20.89,295.96,4.93,35.1,24.74,8.68,16.06,5.54,405.7
977.72,20.71,295.77,4.82,35.22,24.47,8.62,15.85,5.5,405.8
977.77,20.54,295.59,4.64,35.14,24.21,8.51,15.71,5.43,406.1
977.86,20.27,295.31,5.15,37.05,23.81,8.82,14.99,5.63,406.3
977.9,19.82,294.86,5.44,38.86,23.16,9.0,14.16,5.74,406.8
977.96,19.63,294.66,5.15,38.54,22.89,8.82,14.07,5.63,407.4
977.91,19.52,294.56,5.03,38.47,22.73,8.75,13.99,5.58,407.8
977.91,19.36,294.39,5.67,40.64,22.51,9.15,13.36,5.84,407.7
977.89,18.93,293.96,5.68,41.76,21.91,9.15,12.76,5.84,407.8
977.83,18.54,293.58,5.49,42.23,21.38,9.03,12.35,5.76,408.5
977.75,18.4,293.44,5.64,43.05,21.2,9.13,12.07,5.83,408.8
977.7,18.55,293.6,5.85,43.27,21.4,9.26,12.14,5.91,408.7
977.61,18.6,293.66,5.67,42.61,21.47,9.15,12.32,5.84,409.3
977.6,18.48,293.54,6.16,44.43,21.3,9.47,11.84,6.04,409.0
977.69,18.13,293.18,7.01,48.16,20.84,10.04,10.8,6.41,409.8
977.59,17.24,292.29,8.58,56.71,19.7,11.17,8.53,7.14,409.9
977.53,17.14,292.19,9.24,59.64,19.58,11.68,7.9,7.46,409.0
977.46,17.34,292.4,9.36,59.37,19.83,11.77,8.06,7.53,409.1
977.36,17.74,292.81,9.64,58.99,20.34,12.0,8.34,7.67,408.8
977.33,17.87,292.94,9.65,58.56,20.5,12.01,8.5,7.68,409.1
977.3,17.93,293.01,9.79,58.89,20.58,12.12,8.46,7.75,408.8
977.25,17.96,293.04,9.66,58.26,20.62,12.01,8.61,7.68,409.0
977.15,18.1,293.19,9.56,57.37,20.8,11.93,8.87,7.63,409.4
977.02,18.33,293.43,9.49,56.27,21.11,11.88,9.23,7.6,410.0
976.99,18.36,293.47,9.22,55.18,21.14,11.67,9.48,7.46,411.1
976.96,18.31,293.42,9.18,55.2,21.08,11.64,9.44,7.44,411.6
976.92,18.21,293.32,9.24,55.77,20.95,11.68,9.26,7.47,411.6
976.84,18.04,293.16,9.19,56.19,20.72,11.64,9.08,7.45,413.1
976.82,17.93,293.05,9.13,56.33,20.58,11.59,8.99,7.42,413.5
976.75,17.92,293.05,9.15,56.45,20.57,11.61,8.96,7.43,413.8
976.8,17.82,292.94,9.25,57.17,20.44,11.69,8.75,7.47,414.6
976.95,16.51,291.61,10.39,67.09,18.81,12.62,6.19,8.07,414.7
977.09,14.83,289.91,11.06,78.1,16.89,13.19,3.7,8.44,415.6
977.2,14.1,289.16,11.15,82.4,16.11,13.28,2.84,8.49,416.5
977.24,13.93,288.99,11.06,82.8,15.94,13.2,2.74,8.44,416.2
977.22,13.73,288.79,11.15,84.4,15.73,13.28,2.45,8.49,416.9
977.24,13.63,288.68,11.3,85.8,15.63,13.41,2.22,8.58,419.0
977.34,13.54,288.59,11.33,86.5,15.54,13.44,2.1,8.6,420.5
977.36,13.53,288.57,11.34,86.6,15.53,13.45,2.08,8.6,422.0
977.47,13.5,288.53,11.26,86.3,15.5,13.37,2.12,8.55,421.6
977.51,13.55,288.58,11.26,86.0,15.55,13.37,2.18,8.55,422.1
977.58,13.49,288.52,11.3,86.6,15.49,13.41,2.08,8.58,422.0
977.62,13.32,288.34,11.38,88.0,15.32,13.48,1.84,8.62,422.5
977.71,13.21,288.22,11.44,89.0,15.21,13.53,1.67,8.65,423.5
977.77,13.2,288.21,11.5,89.4,15.2,13.58,1.61,8.69,425.0
977.75,13.2,288.21,11.48,89.3,15.2,13.57,1.63,8.68,424.9
977.81,13.08,288.08,11.4,89.5,15.08,13.49,1.58,8.63,425.8
977.74,13.01,288.02,11.36,89.7,15.01,13.46,1.55,8.61,426.7
977.71,12.98,287.99,11.28,89.4,14.98,13.39,1.59,8.56,427.4
977.71,13.02,288.03,11.1,88.1,15.02,13.23,1.79,8.46,426.4
977.7,12.92,287.93,10.97,87.9,14.92,13.11,1.81,8.39,427.0
977.7,13.04,288.05,10.84,86.5,15.04,13.01,2.03,8.32,423.7
977.7,12.98,287.99,10.77,86.4,14.98,12.94,2.04,8.27,424.0
977.77,12.71,287.71,10.69,87.5,14.72,12.88,1.84,8.23,426.7
977.77,12.5,287.5,10.59,88.1,14.51,12.79,1.73,8.17,428.1
977.78,12.41,287.41,10.57,88.5,14.43,12.77,1.66,8.16,429.4
977.73,12.26,287.26,10.54,89.2,14.29,12.74,1.54,8.15,431.6
977.74,12.32,287.32,10.53,88.8,14.34,12.74,1.61,8.14,430.3
977.74,12.5,287.51,10.49,87.5,14.51,12.7,1.81,8.12,429.9
977.71,12.59,287.6,10.38,86.4,14.6,12.61,1.99,8.06,429.3
977.67,12.74,287.75,10.23,84.7,14.74,12.49,2.26,7.98,427.5
977.7,12.8,287.81,10.13,83.8,14.8,12.4,2.4,7.93,426.5
977.7,12.8,287.81,10.1,83.6,14.8,12.38,2.43,7.91,425.4
977.68,12.8,287.81,9.97,82.9,14.8,12.27,2.53,7.84,424.6
977.7,12.79,287.8,9.84,82.2,14.79,12.16,2.63,7.77,423.4
977.73,12.73,287.74,9.74,82.0,14.74,12.08,2.65,7.72,423.2
977.72,12.82,287.83,9.59,80.7,14.82,11.96,2.86,7.64,422.1
977.8,12.81,287.81,9.58,80.7,14.81,11.95,2.86,7.64,423.1
977.71,12.75,287.76,9.51,80.6,14.75,11.89,2.86,7.6,422.0
977.7,12.57,287.58,9.44,81.2,14.58,11.84,2.74,7.57,422.2
977.76,12.5,287.5,9.34,81.0,14.51,11.76,2.76,7.51,421.6
977.77,12.48,287.48,9.3,80.9,14.5,11.73,2.77,7.49,421.6
977.72,12.33,287.34,9.24,81.4,14.35,11.68,2.67,7.47,421.3
977.78,12.25,287.25,9.16,81.4,14.28,11.62,2.66,7.43,421.2
977.79,12.16,287.16,9.1,81.5,14.19,11.57,2.63,7.39,421.3
977.73,12.06,287.06,9.03,81.7,14.1,11.52,2.58,7.36,421.9
977.65,12.0,287.01,8.98,81.7,14.04,11.47,2.57,7.33,421.7
977.68,12.01,287.02,8.91,81.3,14.05,11.43,2.63,7.3,421.6
977.68,12.04,287.05,8.85,80.8,14.08,11.38,2.7,7.27,421.3
977.71,12.07,287.07,8.79,80.3,14.11,11.33,2.78,7.24,421.0
977.8,12.06,287.06,8.72,80.0,14.1,11.28,2.82,7.21,421.0
977.82,12.03,287.03,8.68,79.9,14.07,11.24,2.83,7.18,421.3
977.84,12.06,287.05,8.63,79.5,14.1,11.21,2.89,7.16,421.0
977.95,12.08,287.06,8.54,78.9,14.12,11.14,2.98,7.12,420.6
977.93,12.12,287.11,8.48,78.4,14.16,11.1,3.06,7.09,420.3
977.94,11.96,286.94,8.46,79.1,14.01,11.08,2.93,7.08,421.3
977.92,11.93,286.92,8.37,78.8,13.98,11.02,2.96,7.04,421.2
977.93,11.91,286.9,8.37,78.9,13.96,11.01,2.95,7.04,421.7
977.85,11.82,286.81,8.32,79.1,13.88,10.98,2.9,7.01,421.9
977.84,11.63,286.62,8.25,79.7,13.7,10.92,2.78,6.98,422.4
977.84,11.48,286.47,8.2,80.2,13.57,10.88,2.69,6.95,422.7
977.82,11.4,286.39,8.14,80.3,13.5,10.84,2.66,6.92,422.7
977.86,11.44,286.43,8.08,79.8,13.53,10.8,2.73,6.9,422.5
977.91,11.42,286.4,8.01,79.5,13.52,10.74,2.77,6.86,422.1
978.0,11.36,286.34,7.93,79.4,13.46,10.69,2.77,6.83,421.7
978.02,11.34,286.31,7.86,79.1,13.44,10.63,2.81,6.79,421.6
978.11,11.39,286.36,7.83,78.7,13.49,10.62,2.87,6.78,421.3
978.2,11.4,286.36,7.82,78.6,13.5,10.61,2.89,6.77,421.3
978.34,11.48,286.43,7.84,78.3,13.57,10.62,2.94,6.78,421.2
978.44,11.54,286.48,7.86,78.1,13.62,10.64,2.98,6.79,421.4
978.49,11.56,286.5,7.87,78.0,13.64,10.64,3.0,6.79,421.5
978.56,11.66,286.59,7.89,77.6,13.73,10.66,3.08,6.8,421.2
978.64,11.67,286.59,7.88,77.5,13.74,10.65,3.09,6.8,421.1
978.71,11.73,286.65,7.92,77.4,13.8,10.68,3.12,6.81,420.6
978.82,11.75,286.66,7.96,77.5,13.81,10.71,3.11,6.83,420.4
978.83,11.89,286.8,8.03,77.2,13.94,10.76,3.18,6.87,419.6
978.85,12.02,286.93,8.1,76.9,14.06,10.81,3.25,6.9,418.8
978.93,12.16,287.06,8.18,76.6,14.19,10.87,3.32,6.94,418.2
978.94,12.37,287.27,8.29,76.1,14.39,10.95,3.44,6.99,417.3
978.94,12.42,287.32,8.26,75.7,14.44,10.93,3.51,6.97,417.0
978.95,12.38,287.28,8.3,76.1,14.4,10.96,3.44,6.99,416.9
979.01,12.55,287.45,8.42,75.9,14.56,11.05,3.51,7.05,416.3
979.16,13.0,287.89,8.6,74.6,15.0,11.19,3.81,7.14,415.4
979.18,13.21,288.1,8.69,74.0,15.21,11.25,3.95,7.18,414.1
979.19,13.38,288.27,8.63,72.9,15.38,11.21,4.17,7.15,413.8
979.28,13.72,288.6,8.59,71.1,15.72,11.18,4.54,7.13,413.6
979.38,13.94,288.82,8.72,70.7,15.95,11.27,4.67,7.19,413.3
979.41,13.99,288.86,8.56,69.72,16.0,11.15,4.84,7.11,413.7
979.43,14.03,288.9,8.55,69.52,16.04,11.15,4.89,7.11,413.7
979.46,14.31,289.18,8.68,68.87,16.33,11.25,5.08,7.17,413.4
979.47,14.4,289.27,8.52,67.7,16.43,11.12,5.31,7.09,413.6
979.49,14.48,289.35,8.61,67.78,16.51,11.19,5.32,7.14,413.1
979.52,14.63,289.5,8.5,66.61,16.68,11.11,5.57,7.08,413.3
979.48,15.21,290.09,8.95,66.16,17.31,11.45,5.86,7.31,412.0
979.51,15.17,290.04,8.57,64.63,17.27,11.16,6.11,7.12,412.7
979.55,15.08,289.95,8.3,63.86,17.17,10.96,6.2,6.99,412.9
979.57,15.51,290.38,8.25,61.88,17.65,10.92,6.73,6.96,412.8
979.61,15.64,290.51,8.09,60.7,17.8,10.8,6.99,6.89,412.6
979.67,15.65,290.51,7.89,59.85,17.81,10.66,7.15,6.79,412.7
979.66,15.69,290.55,7.74,59.08,17.85,10.55,7.31,6.72,412.6
979.64,16.02,290.89,7.67,57.6,18.23,10.5,7.73,6.7,412.2
979.63,16.17,291.04,7.72,57.22,18.41,10.53,7.88,6.72,412.1
979.61,16.33,291.2,7.82,57.04,18.6,10.61,7.99,6.76,412.2
979.73,15.71,290.57,8.03,60.19,17.88,10.76,7.12,6.86,412.1
979.69,15.42,290.28,8.06,61.44,17.55,10.78,6.77,6.87,411.9
979.66,15.85,290.71,8.24,60.51,18.04,10.91,7.12,6.96,410.9
979.59,16.09,290.96,7.84,57.98,18.32,10.62,7.7,6.77,410.9
979.45,16.25,291.13,7.39,55.66,18.5,10.3,8.2,6.57,410.4
979.43,16.94,291.83,7.21,52.63,19.33,10.18,9.16,6.49,409.9
979.51,16.5,291.38,7.03,53.45,18.8,10.05,8.75,6.41,410.4
979.55,16.49,291.37,7.24,54.26,18.79,10.19,8.59,6.5,409.9
979.51,16.96,291.84,7.28,52.81,19.36,10.22,9.13,6.52,410.4
979.44,17.85,292.74,7.15,49.49,20.48,10.13,10.34,6.46,410.4
979.4,17.69,292.59,7.14,49.95,20.27,10.13,10.15,6.46,410.3
979.36,17.22,292.12,6.85,50.44,19.68,9.93,9.75,6.33,409.9
979.3,17.13,292.03,6.45,49.34,19.57,9.65,9.91,6.16,409.8
979.37,17.08,291.98,6.54,49.82,19.51,9.72,9.79,6.19,409.3
979.35,17.28,292.18,6.21,48.06,19.75,9.49,10.26,6.05,409.7
979.3,17.56,292.46,6.48,48.1,20.11,9.67,10.44,6.17,410.1
979.25,18.15,293.06,5.75,44.08,20.87,9.2,11.67,5.86,410.5
979.24,18.28,293.19,5.3,42.36,21.04,8.91,12.13,5.68,410.0
979.32,18.12,293.03,5.12,42.26,20.83,8.8,12.03,5.61,410.4
979.35,17.62,292.52,5.05,43.41,20.18,8.76,11.42,5.58,409.9
979.2,17.91,292.83,5.4,43.67,20.56,8.98,11.58,5.72,409.7
979.15,18.06,292.98,5.78,44.41,20.75,9.22,11.54,5.87,409.4
979.01,17.99,292.92,5.93,45.08,20.66,9.31,11.35,5.94,409.4
979.02,18.28,293.21,6.19,45.06,21.04,9.48,11.56,6.05,409.1
978.97,18.64,293.58,6.09,43.75,21.52,9.41,12.1,6.0,409.3
978.88,18.65,293.6,5.79,42.84,21.53,9.22,12.31,5.88,409.7
978.78,18.6,293.56,5.27,41.44,21.47,8.9,12.57,5.67,409.8
978.82,18.79,293.74,5.07,40.37,21.72,8.77,12.95,5.59,409.7
978.76,18.88,293.84,4.85,39.55,21.84,8.64,13.2,5.51,409.9
978.9,18.36,293.3,5.04,41.4,21.14,8.75,12.39,5.58,409.7
979.03,18.28,293.21,5.62,43.32,21.04,9.11,11.92,5.81,409.1
979.15,18.4,293.32,5.88,43.78,21.2,9.28,11.92,5.92,408.9
979.26,18.47,293.38,5.51,42.47,21.29,9.04,12.25,5.76,409.1
979.36,18.08,292.98,5.47,43.41,20.78,9.02,11.76,5.75,409.4
979.39,17.89,292.79,5.53,44.13,20.53,9.06,11.47,5.77,409.5
979.45,17.79,292.68,5.35,43.85,20.4,8.95,11.45,5.7,409.7
979.49,17.68,292.57,4.63,41.99,20.26,8.51,11.75,5.42,410.7
979.45,17.89,292.78,4.6,41.34,20.53,8.49,12.04,5.41,411.0
979.39,18.14,293.04,4.78,41.22,20.85,8.6,12.26,5.48,410.4
979.38,17.79,292.69,4.96,42.68,20.4,8.71,11.69,5.55,410.0
979.35,17.72,292.62,4.97,42.9,20.31,8.71,11.6,5.55,410.2
979.32,17.85,292.75,5.12,42.99,20.48,8.8,11.67,5.61,410.2
979.39,18.03,292.93,5.41,43.38,20.71,8.98,11.73,5.73,410.2
979.5,17.77,292.66,5.5,44.36,20.37,9.04,11.34,5.76,410.2
979.54,17.11,291.99,5.27,45.53,19.54,8.9,10.64,5.67,410.7
979.57,16.72,291.6,5.35,46.92,19.07,8.95,10.12,5.7,410.7
979.74,16.44,291.3,5.37,47.84,18.73,8.96,9.77,5.71,411.1
979.8,16.11,290.96,5.35,48.76,18.34,8.94,9.4,5.7,411.5
979.86,15.88,290.73,5.27,49.24,18.07,8.9,9.17,5.67,411.8
979.91,15.69,290.53,5.14,49.37,17.85,8.81,9.04,5.61,411.8
979.95,15.67,290.51,5.14,49.43,17.83,8.81,9.02,5.61,412.1
980.02,15.58,290.41,5.17,49.82,17.73,8.83,8.9,5.62,412.4
980.16,15.46,290.28,5.16,50.17,17.59,8.83,8.77,5.62,412.9
980.3,15.33,290.14,5.16,50.6,17.44,8.83,8.62,5.62,413.6
980.4,15.01,289.81,5.08,51.37,17.09,8.78,8.31,5.59,414.5
980.46,14.84,289.63,4.96,51.5,16.9,8.71,8.2,5.54,414.6
980.57,14.73,289.51,4.85,51.46,16.78,8.64,8.15,5.5,414.6
980.67,14.67,289.44,4.68,51.06,16.72,8.54,8.18,5.43,414.4
980.71,14.7,289.47,4.64,50.8,16.75,8.51,8.24,5.41,414.6
980.76,14.62,289.38,4.72,51.37,16.66,8.56,8.1,5.45,415.2
980.89,14.47,289.22,4.89,52.47,16.5,8.66,7.84,5.51,416.8
980.95,14.36,289.11,4.94,53.03,16.39,8.69,7.7,5.53,417.9
980.96,13.9,288.64,5.47,56.72,15.9,9.02,6.88,5.74,426.5
980.92,13.29,288.03,5.34,58.46,15.29,8.94,6.35,5.69,426.6
980.84,13.54,288.29,5.1,56.58,15.54,8.79,6.75,5.59,422.0
980.87,13.59,288.34,5.17,56.65,15.59,8.83,6.76,5.62,421.5
980.85,13.53,288.28,5.31,57.46,15.53,8.92,6.6,5.68,422.7
980.77,13.21,287.96,5.45,59.22,15.21,9.0,6.2,5.73,424.6
980.83,13.19,287.94,5.51,59.56,15.19,9.04,6.14,5.76,424.3
980.87,13.14,287.89,5.66,60.38,15.14,9.14,6.0,5.82,423.5
980.9,12.73,287.47,5.86,62.89,14.74,9.27,5.47,5.9,423.9
980.85,12.44,287.18,6.0,64.75,14.46,9.36,5.1,5.96,423.8
980.88,12.27,287.01,6.08,65.84,14.3,9.41,4.88,5.99,423.2
980.91,12.21,286.95,6.26,66.92,14.24,9.53,4.71,6.06,422.0
980.9,12.06,286.8,6.26,67.59,14.1,9.53,4.57,6.07,423.1
980.89,11.85,286.59,6.23,68.38,13.91,9.51,4.4,6.05,424.0
980.85,11.73,286.47,6.23,68.93,13.8,9.51,4.29,6.05,427.3
980.78,11.58,286.32,6.23,69.6,13.66,9.51,4.15,6.05,428.1
980.77,11.56,286.31,6.22,69.65,13.64,9.5,4.14,6.05,423.3
980.77,11.53,286.28,6.26,69.97,13.61,9.53,4.09,6.06,425.5
980.75,11.17,285.92,6.22,71.5,13.29,9.5,3.79,6.05,431.0
980.7,10.49,285.24,6.1,74.2,12.7,9.43,3.28,6.0,431.0
980.66,10.58,285.33,6.33,74.9,12.78,9.57,3.21,6.09,437.8
980.66,10.53,285.28,6.34,75.2,12.74,9.58,3.16,6.1,439.4
980.65,10.46,285.21,6.29,75.3,12.68,9.55,3.13,6.08,439.8
980.6,10.27,285.02,6.29,76.3,12.52,9.55,2.97,6.08,440.5
980.56,10.16,284.92,6.32,77.0,12.43,9.57,2.86,6.09,442.2
980.53,10.07,284.83,6.33,77.5,12.35,9.57,2.78,6.09,440.5
980.5,9.89,284.65,6.21,77.8,12.2,9.49,2.71,6.05,441.9
980.45,9.79,284.55,6.19,78.2,12.12,9.48,2.64,6.04,439.6
980.42,9.7,284.46,6.15,78.5,12.05,9.46,2.59,6.02,442.9
980.43,9.52,284.28,6.11,79.2,11.9,9.43,2.48,6.0,444.7
980.41,9.5,284.26,6.12,79.4,11.89,9.44,2.45,6.01,443.4
980.38,9.48,284.25,6.1,79.4,11.87,9.43,2.45,6.0,443.5
980.29,9.5,284.27,6.21,79.9,11.89,9.5,2.39,6.05,451.1
980.2,9.55,284.33,6.21,79.6,11.93,9.49,2.43,6.05,448.7
980.14,9.74,284.53,6.15,78.3,12.08,9.46,2.62,6.02,441.8
980.08,9.74,284.53,6.17,78.4,12.08,9.47,2.61,6.03,442.2
980.05,9.86,284.66,6.14,77.6,12.18,9.45,2.73,6.02,437.7
979.98,10.02,284.82,6.07,76.4,12.31,9.41,2.91,5.99,433.3
979.98,10.14,284.94,6.07,75.8,12.41,9.41,3.0,5.99,432.1
979.94,10.59,285.4,6.04,73.4,12.79,9.39,3.4,5.98,426.4
979.86,10.93,285.75,6.05,71.8,13.08,9.39,3.69,5.98,426.1
979.78,11.06,285.89,6.08,71.3,13.2,9.41,3.79,5.99,426.6
979.69,11.12,285.95,6.07,71.0,13.25,9.41,3.84,5.99,426.3
979.59,11.14,285.98,6.09,71.0,13.27,9.42,3.85,6.0,426.0
979.47,11.11,285.96,6.15,71.4,13.24,9.45,3.79,6.03,427.6
979.36,11.13,285.99,6.18,71.5,13.26,9.48,3.78,6.04,427.1
979.37,11.16,286.02,6.23,71.6,13.28,9.51,3.77,6.06,427.9
979.38,11.14,286.0,6.23,71.7,13.27,9.51,3.75,6.06,428.2
979.34,11.2,286.06,6.29,71.7,13.32,9.55,3.77,6.09,428.7
979.27,11.2,286.07,6.33,71.9,13.32,9.58,3.74,6.11,430.1
979.26,11.23,286.1,6.34,71.8,13.35,9.58,3.76,6.11,429.2
979.22,11.32,286.19,6.39,71.6,13.43,9.61,3.81,6.13,429.1
979.15,11.4,286.28,6.4,71.3,13.5,9.62,3.87,6.14,428.2
979.11,11.48,286.36,6.44,71.1,13.57,9.65,3.92,6.15,426.9
979.07,11.57,286.46,6.46,70.8,13.65,9.66,3.99,6.16,425.3
979.06,11.66,286.55,6.51,70.6,13.73,9.69,4.04,6.18,424.1
978.96,11.79,286.69,6.63,70.6,13.85,9.78,4.07,6.24,423.4
978.91,11.85,286.75,6.73,70.8,13.91,9.85,4.06,6.28,423.1
978.89,11.84,286.74,6.81,71.2,13.9,9.89,4.0,6.31,422.9
978.88,11.86,286.77,6.89,71.5,13.91,9.95,3.97,6.35,422.7
978.89,11.87,286.77,6.92,71.6,13.92,9.97,3.95,6.36,422.3
978.84,11.91,286.82,6.97,71.7,13.96,10.01,3.95,6.39,421.9
978.83,12.0,286.91,7.06,71.7,14.04,10.07,3.97,6.42,421.6
978.85,12.13,287.04,7.17,71.6,14.16,10.14,4.02,6.47,420.8
978.82,12.28,287.19,7.27,71.4,14.31,10.21,4.09,6.52,420.3
978.76,12.44,287.36,7.38,71.2,14.46,10.29,4.16,6.57,419.3
978.69,12.52,287.45,7.44,71.1,14.53,10.33,4.2,6.59,418.5
978.63,12.74,287.67,7.63,71.0,14.74,10.47,4.28,6.68,417.6
978.45,13.08,288.03,7.77,70.1,15.08,10.57,4.51,6.75,416.3
978.41,13.48,288.43,7.84,68.64,15.48,10.62,4.85,6.78,415.5
978.4,13.53,288.49,7.76,68.06,15.53,10.57,4.96,6.75,415.2
978.39,13.71,288.67,7.81,67.46,15.71,10.6,5.11,6.77,414.7
978.28,14.17,289.14,7.95,66.12,16.19,10.7,5.48,6.83,414.5
978.08,14.63,289.62,8.05,64.61,16.68,10.77,5.9,6.88,414.3
977.96,14.59,289.59,8.01,64.59,16.63,10.74,5.89,6.86,413.9
977.87,15.18,290.19,8.31,63.49,17.28,10.97,6.31,7.01,413.3
977.8,15.4,290.42,8.32,62.62,17.52,10.97,6.55,7.01,412.8
977.81,15.89,290.91,8.25,60.41,18.08,10.92,7.16,6.98,412.3
977.81,15.13,290.15,7.7,61.07,17.22,10.52,6.7,6.72,413.1
977.88,14.43,289.44,7.59,63.45,16.46,10.44,6.02,6.67,413.3
978.04,14.07,289.06,7.75,65.64,16.08,10.56,5.53,6.74,413.8
978.17,14.2,289.18,7.9,65.78,16.22,10.67,5.55,6.81,414.2
978.18,14.8,289.78,7.62,62.06,16.86,10.46,6.4,6.68,415.3
978.16,14.7,289.68,7.46,61.8,16.75,10.35,6.4,6.61,415.7
978.19,14.58,289.56,7.44,62.19,16.62,10.34,6.28,6.6,415.8
978.17,14.3,289.28,7.25,62.5,16.32,10.2,6.12,6.51,416.7
978.18,14.05,289.03,7.24,63.46,16.06,10.19,5.87,6.51,417.0
978.25,14.2,289.17,7.25,62.92,16.22,10.2,6.01,6.51,417.1
978.24,14.52,289.5,7.06,60.83,16.56,10.07,6.49,6.43,417.5
978.26,14.73,289.71,7.07,60.04,16.78,10.08,6.71,6.43,417.2
978.28,15.08,290.06,7.1,58.83,17.17,10.1,7.07,6.45,416.5
978.25,15.27,290.25,7.15,58.3,17.38,10.13,7.25,6.47,416.3
978.05,15.43,290.43,7.11,57.55,17.56,10.1,7.45,6.45,416.7
977.97,15.85,290.86,7.05,55.79,18.04,10.06,7.97,6.42,416.1
977.99,16.14,291.15,6.89,54.18,18.37,9.95,8.42,6.36,415.9
978.06,15.86,290.86,6.86,55.02,18.05,9.93,8.12,6.34,415.5
978.03,15.66,290.66,6.58,54.67,17.82,9.74,8.08,6.22,415.5
977.96,15.99,291.0,6.41,52.92,18.2,9.63,8.57,6.15,415.1
977.81,16.31,291.33,5.74,49.49,18.57,9.19,9.38,5.87,415.2
977.85,16.34,291.36,6.07,50.53,18.61,9.4,9.21,6.0,414.7
977.7,16.02,291.05,5.98,51.26,18.23,9.35,8.89,5.97,415.0
977.57,16.49,291.54,6.26,50.7,18.79,9.53,9.26,6.08,414.7
977.51,16.8,291.85,5.5,47.18,19.16,9.04,10.12,5.77,415.3
977.48,16.63,291.68,5.66,48.21,18.96,9.14,9.82,5.84,414.9
977.43,16.38,291.44,5.97,50.07,18.66,9.34,9.32,5.97,414.5
977.37,16.17,291.23,6.4,52.26,18.41,9.62,8.79,6.15,414.1
977.52,15.81,290.86,6.64,54.39,17.99,9.78,8.21,6.25,414.2
977.39,15.54,290.59,7.18,57.43,17.68,10.15,7.53,6.49,414.0
977.24,15.72,290.79,7.34,57.38,17.89,10.26,7.62,6.56,413.5
977.49,15.54,290.59,7.54,58.87,17.68,10.41,7.27,6.65,413.5
977.53,14.3,289.33,7.99,65.72,16.32,10.73,5.6,6.85,414.5
977.45,13.71,288.75,8.17,69.13,15.71,10.86,4.85,6.94,413.9
977.64,13.8,288.82,7.83,67.17,15.8,10.61,5.19,6.78,414.2
977.69,13.48,288.5,8.25,70.6,15.48,10.93,4.55,6.98,414.1
977.52,13.11,288.14,8.53,73.7,15.11,11.13,3.97,7.11,413.6
977.42,13.31,288.35,8.56,72.9,15.31,11.16,4.15,7.13,412.9
977.31,13.72,288.77,8.57,71.0,15.72,11.16,4.56,7.13,412.1
977.21,13.8,288.86,8.46,70.1,15.8,11.08,4.72,7.08,412.2
977.21,13.83,288.89,8.12,68.36,15.83,10.82,5.01,6.92,412.1
977.2,13.7,288.76,7.35,65.42,15.7,10.27,5.43,6.56,413.2
977.32,13.48,288.53,7.63,67.67,15.48,10.47,5.0,6.69,413.4
977.42,13.34,288.38,8.04,70.2,15.34,10.77,4.57,6.88,413.8
977.36,13.4,288.44,7.78,68.69,15.4,10.58,4.82,6.76,414.4
977.33,13.32,288.37,7.17,66.26,15.32,10.15,5.17,6.48,416.5
977.18,13.14,288.2,7.18,67.07,15.14,10.15,4.98,6.49,417.3
977.09,13.1,288.16,7.27,67.66,15.1,10.21,4.88,6.53,417.7
977.08,12.89,287.95,7.83,71.3,14.89,10.62,4.27,6.79,418.9
976.98,12.71,287.78,7.52,70.6,14.72,10.39,4.33,6.64,418.5
977.07,12.64,287.7,7.65,71.6,14.65,10.49,4.16,6.7,418.9
977.09,12.46,287.52,7.83,73.3,14.48,10.61,3.87,6.78,419.1
977.05,12.43,287.49,7.64,72.5,14.45,10.47,3.97,6.7,419.0
977.01,12.4,287.47,7.65,72.7,14.42,10.48,3.94,6.7,419.4
976.95,12.4,287.47,7.61,72.5,14.42,10.45,3.97,6.68,419.1
976.86,12.35,287.43,7.64,72.9,14.37,10.48,3.89,6.7,419.4
976.81,12.33,287.41,7.7,73.3,14.35,10.52,3.83,6.73,419.2
976.72,12.25,287.34,7.74,73.9,14.28,10.55,3.73,6.75,419.3
976.69,12.16,287.25,7.77,74.5,14.19,10.57,3.62,6.76,419.1
976.77,12.05,287.13,7.82,75.3,14.09,10.61,3.48,6.78,419.4
976.82,11.86,286.94,7.85,76.4,13.91,10.63,3.28,6.8,420.0
976.76,11.75,286.83,7.86,77.0,13.81,10.64,3.18,6.8,419.7
976.76,11.58,286.66,7.88,78.0,13.66,10.65,3.01,6.81,421.7
976.73,11.43,286.51,7.89,78.8,13.52,10.66,2.87,6.81,423.2
976.66,11.4,286.49,8.01,79.6,13.5,10.74,2.75,6.87,424.0
976.7,11.39,286.48,8.11,80.2,13.49,10.82,2.67,6.92,423.7
